-1355,1069,-1321,94,-126,110,7,3,4
699,-1699,-4607,5,86,93,-3,-1,9
2056,3131,-329,-90,8,-141,0,-12,13
-3602,1291,407,36,-44,-53,10,-1,3
-267,2717,-1870,83,-142,82,-6,2,0
-704,1636,3903,6,-47,-109,2,-2,-5
-1946,1429,1626,0,22,-70,7,-7,0
156,4594,673,33,8,-18,-2,-7,0
3116,1597,3966,-28,-6,-31,-3,-2,-4
10812,5334,1672,-27,-126,-64,-14,-1,1
1414,524,2190,75,23,131,-6,-2,-10
5336,9663,-6357,26,-91,58,-9,-9,6
4300,-438,-12758,73,-46,22,-10,3,17
3967,-3546,-918,-70,0,44,-2,5,-1
6224,10440,3670,-112,78,-23,-3,-19,-4
7334,2707,1783,-66,-55,-48,-7,-1,0
1007,10514,-3175,-47,-19,86,1,-14,0
-2289,2879,3134,87,43,-47,-1,-8,-3
1279,9407,-6930,157,-194,53,-12,-6,10
943,-8481,-1938,-80,35,-4,3,14,4
-7969,4127,-738,50,37,-58,12,-10,5
2019,1112,5886,-99,-85,-7,2,3,-13
4861,6767,-4438,-137,5,34,-2,-16,8
6427,909,3218,-56,72,10,-11,-7,-8
1758,2446,-4960,45,-146,112,-7,4,4
4165,-1469,2000,-128,124,-128,-1,-5,4
1113,-1854,63,-47,6,-29,-3,13,3
-1495,-30,2031,65,28,-84,3,-3,-5
-1055,-998,1583,-39,148,-56,12,-10,-5
-2071,-654,2647,135,-1,-216,-1,5,6
769,10,2767,-51,0,-11,0,0,-19
-1047,3450,943,20,-45,-16,5,-20,-5
-679,-814,1511,31,-59,-94,1,13,0
17,-1334,-273,-4,-18,-42,0,12,7
521,802,-1201,7,27,84,-5,-9,-1
1041,-686,-737,-68,69,106,0,-3,-7
5465,-618,2857,-66,17,-74,-4,0,0
4344,-1207,-15402,-134,91,75,1,-3,17
-1375,-181,-4002,-3,-14,87,2,1,1
15288,-9263,3256,-71,69,-26,-17,9,-3
-6733,-6755,2914,21,120,22,8,3,-5
88,1567,8025,17,18,-54,-1,-3,-8
2026,1168,-2577,-34,-30,30,-1,0,2
-104,1351,-1305,59,-36,-21,-4,-1,5
2137,1108,-738,-52,-55,28,-2,1,0
3730,-2807,5013,29,90,-73,-12,1,-8
2299,-971,1341,-86,78,-49,0,-3,0
-939,-4363,2031,35,140,-73,0,1,0
265,2329,5083,-66,-41,-95,4,-3,-6
-1009,-261,8765,52,-21,-38,-1,2,-19
2393,1125,2717,-84,-56,-83,0,1,-1
1035,1125,-3989,8,2,84,-3,-3,4
-85,4961,7253,-39,-164,-71,3,-1,-13
6201,-3075,7757,-191,123,-60,-2,-1,-15
300,-160,-566,-5,-6,-76,-2,2,15
2281,-1672,-706,-124,42,84,-5,10,-5
-2836,323,-251,159,-3,44,6,-3,-4
2169,-573,-706,-71,31,54,-11,1,-1
1511,-1259,1527,-9,95,-38,-13,-1,-10
-330,-937,-2071,-50,-18,84,10,11,8
13,386,1457,-7,15,-108,1,-6,0
-953,1163,1331,-28,-33,-144,13,-7,6
-799,-1490,246,126,149,1,-9,-6,-3
90,-930,1177,10,64,-43,-2,0,-6
-1763,-994,1921,95,80,12,0,-3,-11
-1155,-709,-834,73,-25,67,-1,6,-2
1429,-405,1959,-33,79,-90,-4,-6,-1
4418,1330,2934,-78,-60,33,-4,1,-8
-3239,4306,-1902,57,52,93,3,-12,-2
-2929,-5149,4949,-65,-11,-160,10,11,0
-511,-778,-6149,-47,40,22,4,-1,11
5162,4306,-2677,-38,-188,38,-8,3,3
-1631,-8674,2819,130,172,-108,-5,12,0
-1761,3091,-1250,0,-105,8,5,-1,3
-1631,-42,-7022,-32,110,122,7,-8,11
150,-5333,3664,-33,3,8,2,15,-11
6923,-3578,-418,-118,165,57,-11,-2,-3
8873,5795,-5189,-166,-128,119,-13,-7,6
-2125,2103,-2628,41,-40,115,3,-3,-1
-2543,858,5229,21,-7,-67,3,-1,-5
-4668,3476,-3917,-74,-84,132,12,-1,-1
-8357,6332,-7793,17,-63,36,13,-7,11
3125,665,3538,-65,-76,-2,-1,3,-5
-6384,-14838,5203,59,58,-104,6,18,-2
-908,3810,-1753,-51,67,8,4,-9,2
-1722,-6180,-6082,-48,-43,49,5,11,6
-3054,1368,-4565,83,-38,-49,0,0,9
-2373,1080,365,-31,-24,53,12,-2,-6
-4430,2169,-614,51,53,86,13,-13,-5
-924,-3134,591,79,-14,-49,-3,18,2
-1874,514,-3988,-1,-26,32,10,0,18
-145,-1747,4486,8,43,-114,0,5,-12
653,-2032,2320,-34,108,-70,0,0,-5
881,2243,1294,-6,-37,-26,-4,-8,-4
-2425,-1101,-1480,88,-11,70,4,7,1
-2919,1578,1256,194,-32,46,-4,-5,-11
-2634,856,2320,-1,-24,-50,14,-2,-7
144,-1759,161,26,100,-4,-6,7,-2
1464,-673,437,-32,55,-27,-14,0,-2
72,1133,65,-20,-37,4,2,-9,-2
-444,-943,-577,75,19,-53,-6,9,15
-4278,-11885,3366,-11,163,56,7,9,-8
3984,5233,8190,0,76,-4,-6,-12,-12
5460,-4091,8892,-41,39,-5,-6,4,-13
150,-2147,1692,-60,-52,-27,3,6,-1
-2874,1183,-576,61,133,-75,1,-9,5
-1956,-1103,1656,128,104,11,-4,-4,-3
186,-3893,4752,50,15,-38,-3,5,-5
-591,7845,4320,-13,-93,-43,2,-10,-6
1889,-5082,-1012,-29,148,-63,-2,1,6
1858,3040,-2283,100,-34,74,-10,-4,0
-3691,1862,-299,103,132,-102,1,-12,7
-6853,2141,1592,109,-53,13,7,-1,-4
6663,1769,9497,-55,23,-146,-10,-5,-10
-5309,-4880,2885,105,126,4,3,1,-5
3021,-8416,6149,-70,125,-22,-1,7,-9
3949,1547,1981,-5,21,84,-11,-6,-12
5093,156,1487,-76,-47,22,-9,3,-6
6094,2899,-5455,-74,-112,127,-12,0,6
6523,-4615,395,-131,96,-17,-9,6,0
-2486,1820,-2023,94,-84,130,0,1,-4
-4028,1467,2219,128,-43,-17,10,-4,-11
-1472,531,-5062,-14,9,150,10,-4,14
-608,-954,-1948,-43,6,110,8,5,0
-3921,1247,5039,-33,-106,51,9,4,-12
-9267,1214,-175,61,14,-80,13,-3,5
2646,4481,-6313,23,-34,-64,-6,-6,15
996,-2548,-3145,-63,-93,61,2,10,2
-786,-6277,-373,-26,-14,-40,3,12,3
-2898,-8323,-2122,157,150,47,-4,6,1
4098,9167,-2617,-89,-57,113,-2,-13,-2
-225,1808,3752,42,13,-63,-2,-4,-3
-4219,1852,5263,73,-68,-70,6,0,-9
-4597,-119,6667,101,33,-80,5,-2,-12
4637,-3521,2887,-157,-93,-108,-1,16,0
1505,-4304,538,-41,62,7,-1,7,-2
-4737,3953,180,127,-44,-8,9,-13,0
-2154,-1066,-4440,81,-3,179,2,5,3
2025,-457,4380,-8,-109,-87,-8,12,-11
870,1916,1125,-118,-2,-31,7,-8,-2
-33,1076,4338,-9,-94,-195,1,4,-1
3726,1664,-1143,-122,43,-22,-5,-11,7
-3855,-142,3645,85,-14,-19,9,2,-14
-3330,-268,-975,137,-96,36,2,10,1
3096,4079,2280,-4,-105,-20,-13,-8,-8
738,943,775,-36,0,-63,-7,-16,-2
-437,-727,-595,54,123,63,-2,-8,0
633,-157,-1665,-86,-33,170,4,10,0
-312,-262,-110,-8,49,-13,7,-3,5
-897,1478,-1095,67,-92,113,4,-9,0
548,-502,880,-61,73,-101,1,-3,3
-957,-77,-260,18,3,-20,14,2,9
23,-1767,370,-25,128,-50,4,10,3
9335,-1502,-1376,-94,46,109,-12,0,-4
-89,-8910,-1472,19,162,13,-1,7,2
1431,402,7824,-45,-30,-30,0,1,-13
3607,-1854,-3216,-80,90,-15,-2,-2,7
-1431,-1856,4713,-152,52,-127,10,0,0
1418,-8072,-4870,56,30,132,-5,10,0
-5020,-6592,-2539,21,-67,12,6,13,3
1418,6284,-4574,-20,-16,-85,-1,-8,11
-1357,3879,-11493,36,30,-31,0,-7,18
4779,-2196,-6490,34,-13,-96,-9,4,15
405,8280,-820,63,-82,135,-4,-8,-6
-4347,2178,890,84,-42,-153,2,-1,7
7425,936,6740,-21,11,-1,-10,-2,-10
2030,-6060,5989,-94,68,9,2,5,-9
-3113,1562,-3557,121,-62,20,-2,1,4
15387,8111,-3927,-132,-11,-27,-15,-11,7
1105,-12905,-1522,-31,139,-16,0,11,3
-13843,4300,957,50,-22,12,17,-5,-2
1364,970,-338,-38,-46,-67,0,1,4
328,-9020,11539,-67,-23,-160,3,14,-8
1441,1858,-3933,-114,-33,72,4,-1,2
-12401,-6674,-9819,67,19,69,15,9,11
5095,6196,567,25,-24,-16,-9,-8,0
-4751,-4964,10125,21,27,-152,6,6,-7
-1546,-4772,-2286,41,141,-34,1,2,8
6784,-1538,4434,-126,-76,-129,-8,9,-2
-1896,4454,-2356,68,-58,70,0,-7,1
4166,296,2040,-47,-11,0,-7,0,-5
-7306,-125,-3525,148,-33,50,11,3,7
-4356,-8500,-3550,69,68,168,8,21,-2
1044,-225,-1950,-95,23,39,4,-1,3
-617,666,-1168,-14,-32,45,4,0,1
5515,5664,-1714,-141,-83,71,-11,-17,1
1735,-1329,-1084,50,96,52,-12,-3,0
1101,-5305,-338,-82,-26,-62,3,14,5
6843,1974,-4137,5,-37,-51,-16,-2,13
-206,-91,-1046,110,-61,68,-15,12,4
520,877,175,8,-47,-49,-9,-5,5
520,-795,65,-112,-9,-15,11,14,1
597,-608,-1046,-101,10,86,8,8,1
-1702,-190,230,138,2,54,3,3,-13
465,-1136,-1321,-29,58,87,-2,8,5
-1152,-487,-331,94,71,39,2,-4,-2
-1733,-1423,-1483,-61,121,34,10,-5,2
-3583,-148,-2933,78,-8,27,5,1,7
1292,-548,1717,-39,125,-16,-1,-8,-4
-333,2677,842,91,-4,-33,-6,-8,0
1542,4377,1792,-114,32,20,4,-16,-7
2192,402,-2183,16,22,36,-8,-3,4
1792,102,3467,32,-57,-125,-8,4,-1
17,2502,1642,25,29,-78,-2,-10,1
158,-2993,164,-42,8,-3,2,4,0
4820,-3011,2756,-5,-10,36,-7,5,-6
-3151,-4516,-1216,118,172,1,3,4,5
-1324,1385,-1867,-46,1,54,10,-6,3
-4012,1028,-2329,93,40,54,9,-8,5
524,-3697,1829,31,56,32,-5,11,-11
-7847,-3949,10230,-49,45,-93,13,3,-9
-969,-3322,-12874,-152,-69,203,9,8,7
-4579,2131,-1113,-57,41,69,9,-5,-2
-1140,-6286,-9758,67,126,121,-2,2,7
399,-8775,5271,7,16,-99,-1,11,-2
-1390,-740,258,152,-4,-23,-6,9,1
2276,-2742,11,-172,213,59,0,0,-8
1522,-714,63,-107,-62,-1,-1,17,0
-948,1236,492,-36,-86,8,16,-1,-6
-350,-1195,895,-68,24,5,14,10,-10
-662,1392,-106,61,-14,-30,-1,-13,6
2744,547,1090,-82,-82,-52,-18,6,-4
-714,508,-886,44,-79,44,2,6,4
91,79,957,-26,53,12,3,-10,-17
-96,1014,-1573,3,-80,140,1,-2,0
-393,827,55,48,-63,-8,-2,-2,0
872,-559,583,-49,57,-8,-5,-1,-8
-30,673,231,-57,-61,-60,10,0,6
-613,-702,1793,2,88,-70,9,-4,-16
663,596,-253,-48,-90,26,-2,6,-1
-394,705,481,4,30,-34,3,-10,0
61,-1297,-1430,84,38,50,-12,8,7
-233,1909,-163,15,-131,-33,0,0,6
-870,348,2105,83,-42,-45,-3,3,-14
1664,285,1755,-113,45,-35,-1,-8,-12
-1269,1545,-415,89,-60,-30,0,-6,8
-534,-261,1293,-1,-21,-92,5,6,0
-135,-121,-2557,-7,44,93,2,-4,12
1223,-415,292,-74,35,-28,-2,0,1
824,-1430,922,-68,115,-73,1,-1,1
-640,2303,-1594,-90,328,-227,5,-25,15
-1065,354,-3254,-152,47,-462,10,-3,31
2462,751,1569,346,107,226,-22,-7,-14
-106,-2052,-2044,-16,-295,-290,4,15,15
-2837,147,1838,-406,22,262,24,-6,-22
2592,-1392,-608,374,-198,-87,-23,12,7
1813,1582,-1758,259,229,-248,-18,-17,14
-1899,1420,658,-267,200,92,16,-16,-11
1208,-1527,-1923,172,-215,-275,-16,10,16
2156,-2278,169,307,-326,27,-21,22,-1
1056,-798,-2596,147,-116,-372,-9,7,28
-1199,620,2328,-171,88,326,14,1,-26
-2396,-657,2316,-338,-95,329,24,6,-22
-824,587,-2484,-121,82,-353,8,-2,28
1659,739,-2320,235,105,-333,-18,-8,23
-2673,-573,489,-379,-75,67,25,5,0
-1570,-2486,60,-229,-357,7,14,29,-2
-2626,179,257,-375,24,38,23,-1,-4
849,-331,-2900,120,-49,-417,-8,0,31
645,1229,2673,89,177,376,-6,-14,-28
-1480,-2064,-361,-211,-295,-55,14,21,5
-2665,43,1552,-381,6,223,30,3,-17
-1459,51,2649,-202,7,371,13,-3,-21
-1482,-2729,-452,-211,-391,-64,14,24,4
1608,2630,144,228,371,14,-16,-26,4
1165,499,2876,163,71,411,-12,-9,-30
2642,-695,-895,383,-101,-127,-23,1,4
-2614,-864,-1341,-370,-122,-187,26,8,10
-1044,729,-2321,-151,103,-328,5,-7,22
-1018,-916,-2755,-145,-129,-388,5,8,23
-3177,847,960,-456,120,143,30,-8,-2
1358,1463,-2332,194,215,-332,-15,-12,23
-1230,-3445,-695,-178,-496,-100,9,34,8
284,229,2992,41,34,427,-4,-2,-30
-1398,-1284,-2531,-195,-185,-358,12,18,30
